公司名称	公司类型	融资阶段	标签	公司规模	公司所在地	职位类型	学历要求	福利	薪资	工作经验
1185	深圳市捷旅国际旅行社有限公司	电子商务 ,旅游	天使轮	['绩效奖金 ', '年度旅游 ', '五险一金 ', '带薪年假 ']	150-500人	龙岗区	技术	大专	全国互联网企业百强，电商平台	8k-15k	3-5年
1186	腾讯科技(深圳)有限公司	移动互联网 ,游戏	上市公司	['免费班车', '成长空间', '年度旅游', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	大数据	15k-30k	3-5年
1187	爱贝信息技术有限公司	移动互联网	C轮	['岗位晋升', '领导好', '移动互联网', '弹性工作']	150-500人	南山区	技术	本科	企业文化氛围轻松，团队给力，任你发挥。	15k-20k	5-10年
1188	深圳前海小科互联网金融服务有限公司	金融	不需要融资	[]	150-500人	南山区	开发/测试/运维类	本科	周末双休,年底双薪,年终分红,节日福利	10k-20k	3-5年
1189	深圳市萌娃电子商务有限公司	电子商务	不需要融资	[]	15-50人	龙岗区	开发/测试/运维类	大专	单身妹子多,氛围好,环境好,有平台	15k-25k	5-10年
1190	深圳中网信通科技有限公司	移动互联网	未融资	['专项奖金', '绩效奖金', '带薪年假', '年底双薪']	50-150人	宝安区	产品/需求/项目类	本科	管理层	8k-15k	3-5年
1191	顺丰速运有限公司	生活服务	上市公司	['年底双薪', '绩效奖金', '带薪年假', '午餐补助']	2000人以上	南山区	开发/测试/运维类	本科	发展空间大,领导好,创业型项目	18k-28k	5-10年
1192	恒腾网络集团有限公司	O2O,移动互联网	上市公司	['帅哥多', '五险一金', '岗位晋升', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	五险一金,年终奖金,员工旅游	25k-40k	5-10年
1193	深圳市小农女供应链有限公司龙岗分公司	O2O,移动互联网	A轮	[]	50-150人	南山区	开发/测试/运维类	本科	O2O,java,电商,生鲜	15k-25k	3-5年
1194	深圳市掌握时代互联网应用科技有限公司	社交网络,移动互联网	不需要融资	['股票期权', '午餐补助', '五险一金', '节日福利']	15-50人	龙华新区	开发/测试/运维类	本科	五险一金,股票期权,绩效奖励,节日福利	10k-20k	5-10年
1195	深圳无界互娱有限公司	游戏	不需要融资	['交通补助', '绩效奖金', '弹性工作', '节日礼物']	50-150人	南山区	开发/测试/运维类	大专	五险一金,弹性工作,绩效奖金,交通补贴	10k-20k	3-5年
1196	深圳市中手游网络科技有限公司	移动互联网,游戏	上市公司	['节日礼物', '技能培训', '绩效奖金', '岗位晋升']	500-2000人	福田区	开发/测试/运维类	大专	大平台,福利好,晋升空间大,商业保险	13k-25k	3-5年
1197	广州盈合广告有限公司	移动互联网	不需要融资	['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']	15-50人	南山区	开发/测试/运维类	本科	平台广阔,福利任性,五险一金,周末双休	15k-25k	3-5年
1198	跨越速运集团有限公司	其他	不需要融资	['节日礼物', '免费班车', '带薪年假', '绩效奖金']	2000人以上	南山区	开发/测试/运维类	本科	平台大,福利好	20k-35k	3-5年
1199	广东盛迪嘉集团有限公司	移动互联网,电子商务	不需要融资	['带薪年假', '定期体检', '绩效奖金']	150-500人	南山区	开发/测试/运维类	大专	第三方支付,java,银行,接口	15k-20k	3-5年
1200	深圳市大趋势科技有限公司	移动互联网	未融资	[]	15-50人	龙华新区	开发/测试/运维类	本科	高薪资,发展空间大,有前景	10k-20k	5-10年
1201	跨越速运集团有限公司	其他	不需要融资	['节日礼物', '免费班车', '带薪年假', '绩效奖金']	2000人以上	宝安区	开发/测试/运维类	本科	绩效奖金,节日福利,多次调薪,班车接送	15k-25k	1-3年
1202	昊智信息技术（深圳）有限公司	数据服务,文化娱乐	上市公司	['""']	150-500人	罗湖区	产品/需求/项目类	本科	五险一金,年终奖,员工旅游,专业培训	10k-20k	3-5年
1203	上海斐讯数据通信技术有限公司	数据服务,硬件	未融资	['免费班车', '带薪年假', '行业黑马', '绩效奖金']	2000人以上	南山区	开发/测试/运维类	本科	五险一金+各类补贴+绩效奖金	18k-30k	5-10年
1204	深圳优克云联科技有限公司	移动互联网	A轮	['定期体检', '年底双薪', '美女多', '帅哥多']	500-2000人	南山区	开发/测试/运维类	本科	扁平管理	15k-30k	5-10年
1205	格罗斯产业链服务（深圳）有限公司	电子商务,O2O	不需要融资	['股票期权', '年终分红', '绩效奖金', '个人成长空间']	15-50人	南山区	开发/测试/运维类	大专	股权激励	15k-25k	5-10年
1206	深圳市嘉盈资讯有限公司	移动互联网,电子商务	未融资	['技能培训', '节日礼物', '年底双薪', '带薪年假']	50-150人	罗湖区	开发/测试/运维类	本科	带薪年假,年底双薪,节日福利,年度调薪	10k-20k	3-5年
1207	深圳市康栖信息技术有限公司	移动互联网,医疗健康	天使轮	[]	50-150人	南山区	开发/测试/运维类	本科	五险一金,年终双薪,绩效奖金,待薪年假	10k-18k	3-5年
1208	深圳前海纳鑫信息技术有限公司	移动互联网	未融资	[]	50-150人	福田区	开发/测试/运维类	大专	稳定,五险,一金,待遇好	10k-14k	3-5年
1209	深圳聚领威锋科技股份有限公司	移动互联网	B轮	['知名一线社区', '扁平管理', '弹性工作制', '带薪假N+1']	150-500人	南山区	开发/测试/运维类	本科	发展空间,弹性上班制,办公环境	8k-13k	1-3年
1210	深圳市文燊威投资有限公司	金融	不需要融资	[]	500-2000人	南山区	开发/测试/运维类	大专	五险一金,带薪年假,包午餐,节假日福利	10k-15k	3-5年
1211	深圳微米信息服务有限公司	移动互联网,金融	天使轮	[]	15-50人	南山区	开发/测试/运维类	本科	扁平化,地铁周边,初创期权,年终分红	16k-30k	3-5年
1212	深圳市鲸仓科技有限公司	电子商务,其他	B轮	['股票期权', '弹性工作', '扁平管理', '岗位晋升']	50-150人	龙华新区	开发/测试/运维类	大专	弹性上班,13薪	15k-30k	3-5年
1213	深圳旺金金融信息服务有限公司	金融	C轮	['绩效奖金', '五险一金', '弹性工作', '节日礼物']	2000人以上	福田区	开发/测试/运维类	本科	前5P2P,绩效奖金,大牛云集	15k-30k	3-5年
1214	深圳市云领天下科技有限公司	硬件,数据服务	B轮	['股票期权', '岗位晋升', '扁平管理', '弹性工作']	50-150人	南山区	开发/测试/运维类	本科	发展空间大,福利好	10k-15k	3-5年
1215	深圳乐信控股有限公司	移动互联网	上市公司	['年终分红', '绩效奖金', '专项奖金', '年底双薪']	2000人以上	南山区	开发/测试/运维类	本科	上市公司,空间大,发展快,弹性工作	25k-50k	5-10年
1216	深圳旺金金融信息服务有限公司	金融	C轮	['绩效奖金', '五险一金', '弹性工作', '节日礼物']	2000人以上	福田区	开发/测试/运维类	本科	P2P前十,弹性制,大牛云集,绩效奖,美女多	18k-35k	3-5年
1217	深圳天玑财富管理有限公司	金融	不需要融资	[]	50-150人	福田区	开发/测试/运维类	本科	周末双休,绩效奖金,五险一金,节日福利	10k-20k	3-5年
1218	上海斐讯数据通信技术有限公司	数据服务,硬件	未融资	['免费班车', '带薪年假', '行业黑马', '绩效奖金']	2000人以上	南山区	开发/测试/运维类	本科	五险一金+各类补贴+绩效奖金	11k-20k	3-5年
1219	深圳市英威诺科技有限公司	移动互联网,数据服务	C轮	['五险一金', '带薪年假', '节日礼物', '岗位晋升']	150-500人	南山区	开发/测试/运维类	本科	待遇好,机会好,氛围轻松,具发展前景	18k-28k	3-5年
1220	深圳市范特西科技有限公司	游戏	上市公司	['技能培训', '年底双薪', '节日礼物', '绩效奖金']	150-500人	南山区	开发/测试/运维类	大专	双休,六险一金,项目奖金,出国游	15k-25k	3-5年
1221	深圳瀚德金融科技控股有限公司	金融	不需要融资	['绩效奖金', '午餐补助', '定期体检', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	福利待遇好	20k-30k	5-10年
1222	深圳乐播科技有限公司	移动互联网	B轮	['年底双薪', '绩效奖金', '岗位晋升', '年度旅游']	50-150人	南山区	开发/测试/运维类	本科	五险一金,年底分红,餐补车补,绩效奖金	20k-30k	5-10年
1223	深圳市华正商旅国际旅行社有限公司	O2O,旅游	不需要融资	['""']	150-500人	福田区	开发/测试/运维类	大专	包住,办公环境好,交通便利,丰厚奖金	8k-12k	3-5年
1224	深圳市多元世纪信息技术股份有限公司	金融,电子商务	上市公司	['带薪年假', '绩效奖金', '节日礼物', '管理规范']	150-500人	南山区	开发/测试/运维类	本科	五险一金,上市企业,双休	8k-15k	3-5年
1225	深圳市轻松行商旅网有限公司	移动互联网,电子商务	A轮	['节日礼物', '股票期权', '带薪年假', '扁平管理']	50-150人	福田区	技术	本科	项目奖金,扁平管理,员工旅游,年终分红	18k-30k	5-10年
1226	成都博成科技有限公司	移动互联网	未融资	['""']	500-2000人	南山区	开发/测试/运维类	本科	五险一金，带薪年假，年终奖金，午餐补助	25K-45K	3-5年
1227	深圳市纽瑞尔信息技术有限公司	企业服务,移动互联网	未融资	['弹性工作', '出国机会', '五险一金', '定期体检']	15-50人	南山区	开发/测试/运维类	本科	产品,研发,空间	10k-15k	不限
1228	深圳泡椒思志信息技术有限公司	移动互联网,游戏	B轮	['技能培训', '节日礼物', '带薪年假', '岗位晋升']	50-150人	南山区	技术	大专	五天七小时工作制 购买五险一金 待遇丰厚	7k-12k	1-3年
1229	深圳市德立达科技有限公司	电子商务,其他	不需要融资	['技能培训', '节日礼物', '年底双薪', '带薪年假']	50-150人	南山区	技术	大专	涨薪无上限，只要你有能力	12k-20k	3-5年
1230	深圳三泰互联科技有限公司	企业服务,硬件	不需要融资	['""']	15-50人	南山区	开发/测试/运维类	本科	员工期权,弹性工作制,上升空间大,美女多	15k-30k	3-5年
1231	深圳市青年城邦文化传媒有限公司	移动互联网,广告营销	不需要融资	[]	15-50人	龙华新区	开发/测试/运维类	大专	Java	10k-20k	3-5年
1232	深圳博洛科技有限责任公司	移动互联网	天使轮	[]	15-50人	福田区	开发/测试/运维类	本科	五险一金,丰富活动,期权奖励,奖金激励	13k-25k	3-5年
1233	上海奥飞游戏有限公司	游戏	A轮	[]	150-500人	南山区	技术	大专	福利多。年终奖。弹性工作制。	10k-20k	1-3年
1234	广东爱车小屋实业发展股份有限公司	其他	A轮	['绩效奖金', '带薪年假', '定期体检', '通讯津贴']	150-500人	南山区	开发/测试/运维类	本科	带薪年假,五险一金	12k-24k	3-5年
1235	深圳市萧乔网络科技有限公司	电子商务	不需要融资	['年底双薪', '带薪年假', '高额公积金', '绩效奖金']	50-150人	南山区	开发/测试/运维类	本科	年底双薪,高比例公积,加班少,扁平化管理	15k-30k	3-5年
1236	亿达信息技术（深圳）有限公司	移动互联网,游戏	不需要融资	[]	2000人以上	南山区	开发/测试/运维类	大专	五险一金,周末双休	11k-15k	3-5年
1237	深圳市融信信息咨询有限公司	金融	A轮	['股票期权', '专项奖金', '五险一金', '带薪年假']	50-150人	南山区	开发/测试/运维类	大专	五险一金,带薪年假,团队活动	15k-20k	3-5年
1238	深圳市点证科技有限公司	移动互联网,金融	未融资	['定期体检', '股票期权', '年终分红', '年度旅游']	50-150人	福田区	开发/测试/运维类	大专	年终奖,年度旅游,绩效奖金,工作餐	12k-16k	3-5年
1239	平安证券股份有限公司	金融	上市公司	['技能培训', '年度旅游', '岗位晋升', '管理规范']	2000人以上	福田区	开发/测试/运维类	本科	国际化平台、团队氛围佳、奖金丰厚	15k-30k	3-5年
1240	深圳国裕网络科技有限公司	移动互联网,医疗健康	上市公司	['帅哥多', '美女多', '领导好', '发展无天花板']	150-500人	南山区	开发/测试/运维类	大专	领导nic,扁平化管理,晋升快,团队氛围好	15k-30k	5-10年
1241	深圳市创梦天地科技有限公司	移动互联网	上市公司	['绩效奖金', '五险一金', '带薪年假', '节日礼物']	500-2000人	南山区	开发/测试/运维类	本科	福利好,待遇优厚,扁平化	25k-30k	5-10年
1242	百丽电子商务（上海）有限公司	移动互联网,电子商务	不需要融资	['百丽新零售', '年底三薪', '绩效奖金', '带薪年假']	500-2000人	南山区	开发/测试/运维类	本科	JAVA	15k-30k	3-5年
1243	深圳钱来网金融信息服务有限公司	金融	A轮	[]	150-500人	福田区	开发/测试/运维类	本科	良好的晋升	10k-18k	1-3年
1244	东莞市振华新能源科技有限公司	其他	不需要融资	[]	500-2000人	龙岗区	开发/测试/运维类	本科	高薪,发展空间大,5天八小时	15k-25k	5-10年
1245	深圳闪回科技有限公司	O2O,电子商务	B轮	['股票期权', '高速发展']	150-500人	南山区	开发/测试/运维类	不限	折腾技术,弹性工作制,发展快,技术	12k-24k	3-5年
1246	深圳市百果互动科技有限公司	移动互联网,电子商务	B轮	['绩效奖金', '年终分红', '带薪年假', '定期体检']	150-500人	南山区	开发/测试/运维类	本科	氛围好,福利好,老板暖	12k-20k	3-5年
1247	深圳市明睿投资管理咨询有限公司	移动互联网	不需要融资	[]	少于15人	南山区	开发/测试/运维类	本科	周末双休,五险一金,平台好,发展空间大	15k-25k	不限
1248	珠海梦蓝网络科技有限公司	移动互联网	未融资	[]	少于15人	罗湖区	开发/测试/运维类	大专	聚会，补贴,双休,互联网团队,弹性工作制	7k-10k	3-5年
